anomaly_score_fwif,Outlier_label
0.6001032495304658,1
0.5568781487472629,1
0.5902087341895885,1
0.6133685624492827,1
0.629217252292231,1
0.6898186863653254,1
0.6355653020666567,1
0.698453713156196,1
0.6512758621115731,1
0.6388414265382828,1
0.5072460912571994,1
0.6098938234107103,1
0.49834338195142974,1
0.6548529816104659,1
0.5917837781733185,1
0.6721134559260845,1
0.5844923212480178,1
0.6894020522166239,1
0.6328848862939652,1
0.6072794393343953,1
0.6556258322284392,1
0.5900233999820431,1
0.6618690106089744,1
0.5287701932607501,1
0.6258914788627704,1
0.4259840144446363,1
0.4910045908274106,1
0.5731560277483281,1
0.6308333305082726,1
0.5192936603654653,1
0.5580075333292789,1
0.6159765085416885,1
0.5572138318645762,1
0.6451719039325894,1
0.6173087664029644,1
0.6421928168857306,1
0.5469640617324881,1
0.5889782545048633,1
0.6734078764433034,1
0.6355940640649982,1
0.5404127115910238,1
0.5476268289033945,1
0.5929166716275436,1
0.6425235079828107,1
0.6347742855660582,1
0.5921128008085286,1
0.5383667528620075,1
0.4626899668847846,1
0.47911724552064167,1
0.5024901023724127,1
0.6355021028617042,1
0.49906247579371854,1
0.6842117687271543,1
0.5988900699930417,1
0.47839679070174895,1
0.5908756288558008,1
0.4953387343477369,1
0.601572758320887,1
0.6702472123904556,1
0.605145221550658,1
0.5557272153819203,1
0.41541444321024235,1
0.5848760188931065,1
0.5549693812737139,1
0.475242626563759,1
0.6295718837440469,1
0.5995540636131739,1
0.47905306297021827,1
0.46638589497244537,1
0.5014246354223091,1
0.5343274137515431,1
0.5555165940533852,1
0.626643685329154,1
0.38095172140417893,1
0.3660441522513492,1
0.4910001260443608,1
0.5231828409599233,1
0.5465657007838705,1
0.5930126283357299,1
0.37083611910478603,1
0.5635397925874581,1
0.4026257675438397,1
0.3735279892696597,1
0.5133208086360989,1
0.4640671720236548,1
0.47741859457242913,1
0.3723091196045584,1
0.4256189911982266,1
0.5419334062703329,1
0.5748943279885536,1
0.42146023341769756,1
0.49032895660432646,1
0.421698440796273,1
0.45178213931061595,1
0.3875463929193365,1
0.3703619692174901,1
0.3786103653206823,1
0.49204079811939355,1
0.536243482955187,1
0.4209198733259957,1
0.4181043981549988,1
0.3814334424942442,1
0.5101038181627541,1
0.4049404104115469,1
0.5153180143384457,1
0.5284979395952815,1
0.4247664427375738,1
0.6178166060268204,1
0.43810052675107264,1
0.44801571707916393,1
0.47143059646579344,1
0.3777294652728115,1
0.38203973728375196,1
0.49422190666503796,1
0.48807379728966077,1
0.5152448584233524,1
0.44645311225636003,1
0.4800979703562207,1
0.5282424113625618,1
0.6137330747330054,1
0.5690665789598761,1
0.38804829874866975,1
0.46489995526516015,1
0.5855896702953038,1
0.45545047217280155,1
0.44669498433900673,1
0.5294342690228679,1
0.49397973845484616,1
0.5469197576077034,1
0.527692425867999,1
0.39970340046869857,1
0.3802163243150611,1
0.5488186447876214,1
0.4619365927284801,1
0.5391046501013567,1
0.5618270789374039,1
0.4455376271152661,1
0.45924710868013646,1
0.5413942017130833,1
0.49507761844832315,1
0.4646245342587094,1
0.39212377025165324,1
0.4702806876079961,1
0.5988865474622092,1
0.4434726272980845,1
0.4672633693562764,1
0.4570658778537016,1
0.41727608839016245,1
0.37206061212850844,1
0.47616444043927,1
0.52067015975263,1
0.3895706251750784,1
0.36528915465308903,1
0.6182228677895587,1
0.5606472937380214,1
0.524460267854278,1
0.4627191818993415,1
0.4080116364012743,1
0.4496167872679452,1
0.49701340647967907,1
0.5409096578124276,1
0.48123660820145786,1
0.6264985425396399,1
0.3693414182539377,1
0.4279188973703548,1
0.5381100809646995,1
0.42015425837171866,1
0.41428261364178354,1
0.3754290386056246,1
0.46530909015587446,1
0.3741357856285235,1
0.4597647736896449,1
0.4013175061636067,1
0.468065405352789,1
