Preprocessing,Scoring_Method,Normalization,Ensemble_Method,Detector,ROC-AUC,PR-AUC,Precision@50,notes
robust,continuous,min-max,avg,LOF_k75_cauto,0.7575175517551755,0.1850871463835268,0.56,cleaned_data_v2_drop_T4U_FTI
robust,continuous,min-max,avg,LOF_k130_c0.01,0.82396399639964,0.1727686064246662,0.32,cleaned_data_v2_drop_T4U_FTI
robust,continuous,min-max,avg,LOF_k130_cauto,0.82396399639964,0.1727686064246662,0.32,cleaned_data_v2_drop_T4U_FTI
robust,continuous,min-max,avg,LOF_k50_c0.01,0.7013195319531953,0.1507395105441506,0.52,cleaned_data_v2_drop_T4U_FTI
robust,continuous,min-max,max,LOF_k130_c0.01,0.7758760876087609,0.1209911644463991,0.26,cleaned_data_v2_drop_T4U_FTI
robust,continuous,min-max,max,LOF_k130_cauto,0.7758760876087609,0.1209911644463991,0.26,cleaned_data_v2_drop_T4U_FTI
robust,continuous,min-max,max,LOF_k75_c0.01,0.7098280828082808,0.1126415748802145,0.28,cleaned_data_v2_drop_T4U_FTI
robust,continuous,min-max,max,LOF_k75_cauto,0.7098280828082808,0.1126415748802145,0.28,cleaned_data_v2_drop_T4U_FTI
robust,continuous,min-max,max,LOF_k50_c0.01,0.6578505850585059,0.0981613028463355,0.28,cleaned_data_v2_drop_T4U_FTI
robust,continuous,z-score,avg,LOF_k130_c0.01,0.8405178517851783,0.3581045253626885,0.72,cleaned_data_v2_drop_T4U_FTI
robust,continuous,z-score,avg,LOF_k130_cauto,0.8405178517851783,0.3581045253626885,0.72,cleaned_data_v2_drop_T4U_FTI
robust,continuous,z-score,avg,LOF_k75_c0.01,0.7603420342034204,0.2526735771300079,0.68,cleaned_data_v2_drop_T4U_FTI
robust,continuous,z-score,avg,LOF_k75_cauto,0.7603420342034204,0.2526735771300079,0.68,cleaned_data_v2_drop_T4U_FTI
robust,continuous,z-score,avg,LOF_k50_c0.01,0.6988904890489049,0.1898093811469939,0.58,cleaned_data_v2_drop_T4U_FTI
robust,continuous,z-score,max,LOF_k130_c0.01,0.8202796279627963,0.3023820813117855,0.64,cleaned_data_v2_drop_T4U_FTI
robust,continuous,z-score,max,LOF_k130_cauto,0.8202796279627963,0.3023820813117855,0.64,cleaned_data_v2_drop_T4U_FTI
robust,continuous,z-score,max,LOF_k75_c0.01,0.7646330633063305,0.2359200270507485,0.64,cleaned_data_v2_drop_T4U_FTI
robust,continuous,z-score,max,LOF_k75_cauto,0.7646330633063305,0.2359200270507485,0.64,cleaned_data_v2_drop_T4U_FTI
robust,continuous,z-score,max,LOF_k50_c0.01,0.7281542154215421,0.1870166697208216,0.54,cleaned_data_v2_drop_T4U_FTI
robust,continuous,none,avg,LOF_k130_c0.01,0.8883216321632164,0.4123322689976678,0.7,cleaned_data_v2_drop_T4U_FTI
robust,continuous,none,avg,LOF_k130_cauto,0.8883216321632164,0.4123322689976678,0.7,cleaned_data_v2_drop_T4U_FTI
robust,continuous,none,avg,LOF_k75_c0.01,0.818975097509751,0.3221818328769829,0.66,cleaned_data_v2_drop_T4U_FTI
robust,continuous,none,avg,LOF_k75_cauto,0.818975097509751,0.3221818328769829,0.66,cleaned_data_v2_drop_T4U_FTI
robust,continuous,none,avg,LOF_k50_c0.01,0.760944494449445,0.2448169422859984,0.58,cleaned_data_v2_drop_T4U_FTI
robust,continuous,none,max,LOF_k130_c0.01,0.9054971497149716,0.4136163832349997,0.7,cleaned_data_v2_drop_T4U_FTI
robust,continuous,none,max,LOF_k130_cauto,0.9054971497149716,0.4136163832349997,0.7,cleaned_data_v2_drop_T4U_FTI
robust,continuous,none,max,LOF_k75_c0.01,0.8503858385838583,0.3484550488143373,0.68,cleaned_data_v2_drop_T4U_FTI
robust,continuous,none,max,LOF_k75_cauto,0.8503858385838583,0.3484550488143373,0.68,cleaned_data_v2_drop_T4U_FTI
robust,continuous,none,max,LOF_k50_c0.01,0.8034773477347735,0.2826091143568311,0.62,cleaned_data_v2_drop_T4U_FTI
none,discrete,min-max,avg,LOF_k75_cauto,0.9607356735673568,0.5630876724259923,0.74,cleaned_data_v2_drop_T4U_FTI
none,discrete,min-max,avg,LOF_k130_cauto,0.9574098409840984,0.4726778269015393,0.46,cleaned_data_v2_drop_T4U_FTI
none,discrete,min-max,avg,LOF_k50_cauto,0.9513336333633364,0.4662345349583199,0.64,cleaned_data_v2_drop_T4U_FTI
none,discrete,min-max,avg,LOF_k130_c0.01,0.6338202820282028,0.1978003953543282,0.66,cleaned_data_v2_drop_T4U_FTI
none,discrete,min-max,avg,LOF_k75_c0.01,0.6098724872487249,0.1170944596238607,0.46,cleaned_data_v2_drop_T4U_FTI
none,discrete,min-max,max,LOF_k50_cauto,0.90986798679868,0.1975310288815328,0.02,cleaned_data_v2_drop_T4U_FTI
none,discrete,min-max,max,LOF_k75_cauto,0.9106426642664266,0.1931698527529416,0.02,cleaned_data_v2_drop_T4U_FTI
none,discrete,min-max,max,LOF_k130_cauto,0.9135919591959196,0.1854496979019544,0.02,cleaned_data_v2_drop_T4U_FTI
none,discrete,min-max,max,LOF_k130_c0.01,0.6334995499549955,0.1737991042005729,0.52,cleaned_data_v2_drop_T4U_FTI
none,discrete,min-max,max,LOF_k75_c0.01,0.6096741674167416,0.109523002075324,0.36,cleaned_data_v2_drop_T4U_FTI
none,discrete,none,avg,LOF_k75_cauto,0.9623786378637864,0.5648904970481569,0.66,cleaned_data_v2_drop_T4U_FTI
none,discrete,none,avg,LOF_k130_cauto,0.9668868886888689,0.4769128787754664,0.64,cleaned_data_v2_drop_T4U_FTI
none,discrete,none,avg,LOF_k50_cauto,0.9526897689768976,0.4672894440173675,0.64,cleaned_data_v2_drop_T4U_FTI
none,discrete,none,avg,LOF_k130_c0.01,0.6338202820282028,0.1978003953543282,0.66,cleaned_data_v2_drop_T4U_FTI
none,discrete,none,avg,LOF_k75_c0.01,0.6098724872487249,0.1170944596238607,0.46,cleaned_data_v2_drop_T4U_FTI
none,discrete,none,max,LOF_k50_cauto,0.90986798679868,0.1975310288815328,0.02,cleaned_data_v2_drop_T4U_FTI
none,discrete,none,max,LOF_k75_cauto,0.9106426642664266,0.1931698527529416,0.02,cleaned_data_v2_drop_T4U_FTI
none,discrete,none,max,LOF_k130_cauto,0.9135919591959196,0.1854496979019544,0.02,cleaned_data_v2_drop_T4U_FTI
none,discrete,none,max,LOF_k130_c0.01,0.6334995499549955,0.1737991042005729,0.52,cleaned_data_v2_drop_T4U_FTI
none,discrete,none,max,LOF_k75_c0.01,0.6096741674167416,0.109523002075324,0.36,cleaned_data_v2_drop_T4U_FTI
none,continuous,min-max,avg,LOF_k75_c0.01,0.9326102610261028,0.2588893171140694,0.46,cleaned_data_v2_drop_T4U_FTI
none,continuous,min-max,avg,LOF_k75_cauto,0.9326102610261028,0.2588893171140694,0.46,cleaned_data_v2_drop_T4U_FTI
none,continuous,min-max,avg,LOF_k50_c0.01,0.9354227422742276,0.2340479479305306,0.24,cleaned_data_v2_drop_T4U_FTI
none,continuous,min-max,avg,LOF_k50_cauto,0.9354227422742276,0.2340479479305306,0.24,cleaned_data_v2_drop_T4U_FTI
none,continuous,min-max,avg,LOF_k130_c0.01,0.9060810081008102,0.1833735521911451,0.16,cleaned_data_v2_drop_T4U_FTI
none,continuous,min-max,max,LOF_k50_c0.01,0.917108910891089,0.1860884579140204,0.2,cleaned_data_v2_drop_T4U_FTI
none,continuous,min-max,max,LOF_k50_cauto,0.917108910891089,0.1860884579140204,0.2,cleaned_data_v2_drop_T4U_FTI
none,continuous,min-max,max,LOF_k75_c0.01,0.9022781278127812,0.1618946512261634,0.2,cleaned_data_v2_drop_T4U_FTI
none,continuous,min-max,max,LOF_k75_cauto,0.9022781278127812,0.1618946512261634,0.2,cleaned_data_v2_drop_T4U_FTI
none,continuous,min-max,max,LOF_k130_c0.01,0.8707812781278127,0.1258556713773092,0.14,cleaned_data_v2_drop_T4U_FTI
none,continuous,z-score,avg,LOF_k130_c0.01,0.971980798079808,0.5070083877926466,0.6,cleaned_data_v2_drop_T4U_FTI
none,continuous,z-score,avg,LOF_k130_cauto,0.971980798079808,0.5070083877926466,0.6,cleaned_data_v2_drop_T4U_FTI
none,continuous,z-score,avg,LOF_k75_c0.01,0.9619165916591658,0.3995300820946562,0.6,cleaned_data_v2_drop_T4U_FTI
none,continuous,z-score,avg,LOF_k75_cauto,0.9619165916591658,0.3995300820946562,0.6,cleaned_data_v2_drop_T4U_FTI
none,continuous,z-score,avg,LOF_k50_c0.01,0.9578013801380136,0.3269403558174806,0.28,cleaned_data_v2_drop_T4U_FTI
none,continuous,z-score,max,LOF_k130_c0.01,0.955975397539754,0.4103602914178367,0.46,cleaned_data_v2_drop_T4U_FTI
none,continuous,z-score,max,LOF_k130_cauto,0.955975397539754,0.4103602914178367,0.46,cleaned_data_v2_drop_T4U_FTI
none,continuous,z-score,max,LOF_k75_c0.01,0.942013201320132,0.298892318369008,0.42,cleaned_data_v2_drop_T4U_FTI
none,continuous,z-score,max,LOF_k75_cauto,0.942013201320132,0.298892318369008,0.42,cleaned_data_v2_drop_T4U_FTI
none,continuous,z-score,max,LOF_k50_c0.01,0.9425400540054004,0.2832706325896865,0.3,cleaned_data_v2_drop_T4U_FTI
none,continuous,none,avg,LOF_k130_c0.01,0.970985298529853,0.5089183717838702,0.64,cleaned_data_v2_drop_T4U_FTI
none,continuous,none,avg,LOF_k130_cauto,0.970985298529853,0.5089183717838702,0.64,cleaned_data_v2_drop_T4U_FTI
none,continuous,none,avg,LOF_k75_c0.01,0.96384398439844,0.4407373552075442,0.6,cleaned_data_v2_drop_T4U_FTI
none,continuous,none,avg,LOF_k75_cauto,0.96384398439844,0.4407373552075442,0.6,cleaned_data_v2_drop_T4U_FTI
none,continuous,none,avg,LOF_k50_c0.01,0.9589114911491148,0.3458085096884226,0.42,cleaned_data_v2_drop_T4U_FTI
none,continuous,none,max,LOF_k130_c0.01,0.9568526852685268,0.4165042764219242,0.56,cleaned_data_v2_drop_T4U_FTI
none,continuous,none,max,LOF_k130_cauto,0.9568526852685268,0.4165042764219242,0.56,cleaned_data_v2_drop_T4U_FTI
none,continuous,none,max,LOF_k75_c0.01,0.9471827182718272,0.3575494126503619,0.58,cleaned_data_v2_drop_T4U_FTI
none,continuous,none,max,LOF_k75_cauto,0.9471827182718272,0.3575494126503619,0.58,cleaned_data_v2_drop_T4U_FTI
none,continuous,none,max,LOF_k50_c0.01,0.9472181218121812,0.3155870585658832,0.48,cleaned_data_v2_drop_T4U_FTI
log,discrete,min-max,avg,LOF_k130_c0.01,0.6191041104110411,0.1096709506767767,0.24,uncleaned_data
log,discrete,min-max,avg,IsolationForest,0.674973897389739,0.0914047751190806,0.2,uncleaned_data
log,discrete,min-max,avg,LOF_k130_cauto,0.6675187518751875,0.0595187637213766,0.0,uncleaned_data
log,discrete,min-max,avg,LOF_k75_c0.01,0.5540069006900691,0.0513873306226994,0.12,uncleaned_data
log,discrete,min-max,avg,LOF_k75_cauto,0.6384461446144614,0.0503644805356386,0.0,uncleaned_data
log,discrete,min-max,max,LOF_k130_c0.01,0.6188988898889889,0.1060922892279452,0.3,uncleaned_data
log,discrete,min-max,max,IsolationForest,0.6733417341734174,0.0878734548410753,0.16,uncleaned_data
log,discrete,min-max,max,LOF_k75_c0.01,0.5541236123612362,0.0523460812199096,0.16,uncleaned_data
log,discrete,min-max,max,LOF_k75_cauto,0.6260498049804981,0.0490918296087108,0.02,uncleaned_data
log,discrete,min-max,max,LOF_k130_cauto,0.6138973897389739,0.0471940598101588,0.02,uncleaned_data
log,discrete,none,avg,LOF_k130_c0.01,0.6191041104110411,0.1096709506767767,0.24,uncleaned_data
log,discrete,none,avg,IsolationForest,0.6766030603060307,0.0978788593907095,0.2,uncleaned_data
log,discrete,none,avg,LOF_k130_cauto,0.6672331233123312,0.0585304033685589,0.0,uncleaned_data
log,discrete,none,avg,LOF_k75_c0.01,0.5540069006900691,0.0513873306226994,0.12,uncleaned_data
log,discrete,none,avg,LOF_k75_cauto,0.6303639363936394,0.0489376624041426,0.0,uncleaned_data
log,discrete,none,max,LOF_k130_c0.01,0.6188988898889889,0.1060922892279452,0.3,uncleaned_data
log,discrete,none,max,IsolationForest,0.6278073807380737,0.0850811500681812,0.16,uncleaned_data
log,discrete,none,max,LOF_k75_c0.01,0.5541236123612362,0.0523460812199096,0.16,uncleaned_data
log,discrete,none,max,LOF_k75_cauto,0.6260498049804981,0.0490918296087108,0.02,uncleaned_data
log,discrete,none,max,LOF_k130_cauto,0.6138973897389739,0.0471940598101588,0.02,uncleaned_data
log,continuous,min-max,avg,LOF_k130_c0.01,0.6663186318631864,0.094492507162598,0.18,uncleaned_data
log,continuous,min-max,avg,LOF_k130_cauto,0.6663186318631864,0.094492507162598,0.18,uncleaned_data
log,continuous,min-max,avg,IsolationForest,0.674973897389739,0.0914047751190806,0.2,uncleaned_data
log,continuous,min-max,avg,LOF_k75_c0.01,0.6353111311131113,0.0674518751954822,0.18,uncleaned_data
log,continuous,min-max,avg,LOF_k75_cauto,0.6353111311131113,0.0674518751954822,0.18,uncleaned_data
log,continuous,min-max,max,IsolationForest,0.6733417341734174,0.0878734548410753,0.16,uncleaned_data
log,continuous,min-max,max,LOF_k130_c0.01,0.6344056405640565,0.0807141828559988,0.2,uncleaned_data
log,continuous,min-max,max,LOF_k130_cauto,0.6344056405640565,0.0807141828559988,0.2,uncleaned_data
log,continuous,min-max,max,LOF_k75_c0.01,0.6253897389738974,0.0626889553297346,0.12,uncleaned_data
log,continuous,min-max,max,LOF_k75_cauto,0.6253897389738974,0.0626889553297346,0.12,uncleaned_data
log,continuous,z-score,avg,LOF_k130_c0.01,0.7102388238823881,0.1451224021348273,0.28,uncleaned_data
log,continuous,z-score,avg,LOF_k130_cauto,0.7102388238823881,0.1451224021348273,0.28,uncleaned_data
log,continuous,z-score,avg,IsolationForest,0.6772793279327933,0.104563009044164,0.22,uncleaned_data
log,continuous,z-score,avg,LOF_k75_c0.01,0.6675397539753976,0.0698214890186678,0.1,uncleaned_data
log,continuous,z-score,avg,LOF_k75_cauto,0.6675397539753976,0.0698214890186678,0.1,uncleaned_data
log,continuous,z-score,max,LOF_k130_c0.01,0.7026018601860186,0.2066232571831434,0.62,uncleaned_data
log,continuous,z-score,max,LOF_k130_cauto,0.7026018601860186,0.2066232571831434,0.62,uncleaned_data
log,continuous,z-score,max,IsolationForest,0.6783246324632463,0.0905862467705575,0.2,uncleaned_data
log,continuous,z-score,max,LOF_k75_c0.01,0.674937893789379,0.0869565781762406,0.24,uncleaned_data
log,continuous,z-score,max,LOF_k75_cauto,0.674937893789379,0.0869565781762406,0.24,uncleaned_data
log,continuous,none,avg,LOF_k130_c0.01,0.7048934893489349,0.0981436515001026,0.14,uncleaned_data
log,continuous,none,avg,LOF_k130_cauto,0.7048934893489349,0.0981436515001026,0.14,uncleaned_data
log,continuous,none,avg,IsolationForest,0.6766030603060307,0.0978788593907095,0.2,uncleaned_data
log,continuous,none,avg,LOF_k75_c0.01,0.6500264026402639,0.0640029936648482,0.1,uncleaned_data
log,continuous,none,avg,LOF_k75_cauto,0.6500264026402639,0.0640029936648482,0.1,uncleaned_data
log,continuous,none,max,LOF_k130_c0.01,0.6945838583858386,0.1089423514137763,0.16,uncleaned_data
log,continuous,none,max,LOF_k130_cauto,0.6945838583858386,0.1089423514137763,0.16,uncleaned_data
log,continuous,none,max,IsolationForest,0.6278073807380737,0.0850811500681812,0.16,uncleaned_data
log,continuous,none,max,LOF_k75_c0.01,0.6578541854185419,0.0764334857647901,0.1,uncleaned_data
log,continuous,none,max,LOF_k75_cauto,0.6578541854185419,0.0764334857647901,0.1,uncleaned_data
standard,discrete,min-max,avg,LOF_k130_cauto,0.716884188418842,0.1372020697433357,0.16,uncleaned_data
standard,discrete,min-max,avg,LOF_k75_cauto,0.7193597359735974,0.1304407051081328,0.16,uncleaned_data
standard,discrete,min-max,avg,LOF_k50_cauto,0.7127476747674768,0.0918157235667862,0.18,uncleaned_data
standard,discrete,min-max,avg,LOF_k130_c0.01,0.5884446444644464,0.0908832621666227,0.32,uncleaned_data
standard,discrete,min-max,avg,LOF_k75_c0.01,0.5922949294929493,0.0886774602362328,0.28,uncleaned_data
standard,discrete,min-max,max,LOF_k75_c0.01,0.5921740174017401,0.0859386928860613,0.08,uncleaned_data
standard,discrete,min-max,max,LOF_k50_c0.01,0.5882490249024902,0.0827166735058531,0.18,uncleaned_data
standard,discrete,min-max,max,LOF_k130_c0.01,0.5881740174017401,0.0824185977764925,0.1,uncleaned_data
standard,discrete,min-max,max,IsolationForest,0.6356879687968797,0.0683920681975523,0.1,uncleaned_data
standard,discrete,min-max,max,LOF_k50_cauto,0.6867848784878487,0.0639975557623155,0.02,uncleaned_data
standard,discrete,none,avg,LOF_k130_cauto,0.7195898589858987,0.1411877550230942,0.18,uncleaned_data
standard,discrete,none,avg,LOF_k75_cauto,0.7238247824782478,0.1304675386312575,0.14,uncleaned_data
standard,discrete,none,avg,LOF_k50_cauto,0.7157194719471947,0.091307261583867,0.06,uncleaned_data
standard,discrete,none,avg,LOF_k130_c0.01,0.5884446444644464,0.0908832621666227,0.32,uncleaned_data
standard,discrete,none,avg,LOF_k75_c0.01,0.5922949294929493,0.0886774602362328,0.28,uncleaned_data
standard,discrete,none,max,LOF_k75_c0.01,0.5921740174017401,0.0859386928860613,0.08,uncleaned_data
standard,discrete,none,max,LOF_k50_c0.01,0.5882490249024902,0.0827166735058531,0.18,uncleaned_data
standard,discrete,none,max,LOF_k130_c0.01,0.5881740174017401,0.0824185977764925,0.1,uncleaned_data
standard,discrete,none,max,LOF_k50_cauto,0.6867848784878487,0.0639975557623155,0.02,uncleaned_data
standard,discrete,none,max,LOF_k130_cauto,0.677936393639364,0.0634704176434529,0.02,uncleaned_data
standard,continuous,min-max,avg,LOF_k50_c0.01,0.6226648664866486,0.1028356959326915,0.32,uncleaned_data
standard,continuous,min-max,avg,LOF_k50_cauto,0.6226648664866486,0.1028356959326915,0.32,uncleaned_data
standard,continuous,min-max,avg,LOF_k75_c0.01,0.6186216621662166,0.1023419820059055,0.32,uncleaned_data
standard,continuous,min-max,avg,LOF_k75_cauto,0.6186216621662166,0.1023419820059055,0.32,uncleaned_data
standard,continuous,min-max,avg,IsolationForest,0.6359819981998199,0.0688990251176848,0.08,uncleaned_data
standard,continuous,min-max,max,LOF_k50_c0.01,0.6045298529852985,0.0855502426143219,0.24,uncleaned_data
standard,continuous,min-max,max,LOF_k50_cauto,0.6045298529852985,0.0855502426143219,0.24,uncleaned_data
standard,continuous,min-max,max,LOF_k75_c0.01,0.5979597959795979,0.0810523986628558,0.24,uncleaned_data
standard,continuous,min-max,max,LOF_k75_cauto,0.5979597959795979,0.0810523986628558,0.24,uncleaned_data
standard,continuous,min-max,max,IsolationForest,0.6356879687968797,0.0683920681975523,0.1,uncleaned_data
standard,continuous,z-score,avg,LOF_k130_c0.01,0.6951893189318933,0.1798579826854454,0.52,uncleaned_data
standard,continuous,z-score,avg,LOF_k130_cauto,0.6951893189318933,0.1798579826854454,0.52,uncleaned_data
standard,continuous,z-score,avg,LOF_k75_c0.01,0.7022220222022202,0.1579691639781698,0.36,uncleaned_data
standard,continuous,z-score,avg,LOF_k75_cauto,0.7022220222022202,0.1579691639781698,0.36,uncleaned_data
standard,continuous,z-score,avg,LOF_k50_c0.01,0.7097809780978098,0.1497627322890374,0.3,uncleaned_data
standard,continuous,z-score,max,LOF_k130_c0.01,0.6869252925292528,0.1722672041809635,0.6,uncleaned_data
standard,continuous,z-score,max,LOF_k130_cauto,0.6869252925292528,0.1722672041809635,0.6,uncleaned_data
standard,continuous,z-score,max,LOF_k75_c0.01,0.6686978697869788,0.15862119574796,0.42,uncleaned_data
standard,continuous,z-score,max,LOF_k75_cauto,0.6686978697869788,0.15862119574796,0.42,uncleaned_data
standard,continuous,z-score,max,LOF_k50_c0.01,0.6935340534053406,0.1553225669821025,0.38,uncleaned_data
standard,continuous,none,avg,LOF_k130_c0.01,0.7070891089108912,0.1450712582645632,0.22,uncleaned_data
standard,continuous,none,avg,LOF_k130_cauto,0.7070891089108912,0.1450712582645632,0.22,uncleaned_data
standard,continuous,none,avg,LOF_k75_c0.01,0.7101122112211221,0.1130407649202366,0.14,uncleaned_data
standard,continuous,none,avg,LOF_k75_cauto,0.7101122112211221,0.1130407649202366,0.14,uncleaned_data
standard,continuous,none,avg,LOF_k50_c0.01,0.7134179417941794,0.1040601679558264,0.1,uncleaned_data
standard,continuous,none,max,LOF_k130_c0.01,0.7055487548754876,0.1402678828906673,0.24,uncleaned_data
standard,continuous,none,max,LOF_k130_cauto,0.7055487548754876,0.1402678828906673,0.24,uncleaned_data
standard,continuous,none,max,LOF_k75_c0.01,0.7034581458145814,0.1007343599563826,0.08,uncleaned_data
standard,continuous,none,max,LOF_k75_cauto,0.7034581458145814,0.1007343599563826,0.08,uncleaned_data
standard,continuous,none,max,LOF_k50_c0.01,0.7082178217821783,0.1004898744863597,0.08,uncleaned_data
robust,discrete,min-max,avg,LOF_k130_cauto,0.849937593759376,0.2795291194000581,0.42,uncleaned_data
robust,discrete,min-max,avg,LOF_k75_cauto,0.8053519351935193,0.1965367245238544,0.26,uncleaned_data
robust,discrete,min-max,avg,LOF_k50_cauto,0.7872253225322532,0.1929845483601219,0.14,uncleaned_data
robust,discrete,min-max,avg,LOF_k130_c0.01,0.6336093609360937,0.1649729308187512,0.54,uncleaned_data
robust,discrete,min-max,avg,LOF_k50_c0.01,0.5924743474347434,0.0877571598782733,0.18,uncleaned_data
robust,discrete,min-max,max,LOF_k130_cauto,0.812966096609661,0.123514415055595,0.02,uncleaned_data
robust,discrete,min-max,max,LOF_k130_c0.01,0.6325988598859886,0.1183088490456911,0.28,uncleaned_data
robust,discrete,min-max,max,LOF_k75_cauto,0.7802664266426643,0.1107103051747014,0.02,uncleaned_data
robust,discrete,min-max,max,LOF_k50_cauto,0.7689414941494149,0.1061433349259436,0.02,uncleaned_data
robust,discrete,min-max,max,LOF_k50_c0.01,0.592023402340234,0.0720254742300868,0.02,uncleaned_data
robust,discrete,none,avg,LOF_k130_cauto,0.850948694869487,0.2792445600983203,0.44,uncleaned_data
robust,discrete,none,avg,LOF_k75_cauto,0.8045460546054606,0.1954356978573965,0.16,uncleaned_data
robust,discrete,none,avg,LOF_k50_cauto,0.7885406540654065,0.1916071101898713,0.12,uncleaned_data
robust,discrete,none,avg,LOF_k130_c0.01,0.6336093609360937,0.1649729308187512,0.54,uncleaned_data
robust,discrete,none,avg,LOF_k50_c0.01,0.5924743474347434,0.0877571598782733,0.18,uncleaned_data
robust,discrete,none,max,LOF_k130_cauto,0.812966096609661,0.123514415055595,0.02,uncleaned_data
robust,discrete,none,max,LOF_k130_c0.01,0.6325988598859886,0.1183088490456911,0.28,uncleaned_data
robust,discrete,none,max,LOF_k75_cauto,0.7802664266426643,0.1107103051747014,0.02,uncleaned_data
robust,discrete,none,max,LOF_k50_cauto,0.7689414941494149,0.1061433349259436,0.02,uncleaned_data
robust,discrete,none,max,LOF_k50_c0.01,0.592023402340234,0.0720254742300868,0.02,uncleaned_data
robust,continuous,min-max,avg,LOF_k130_c0.01,0.8607668766876687,0.1833882134504604,0.12,uncleaned_data
robust,continuous,min-max,avg,LOF_k130_cauto,0.8607668766876687,0.1833882134504604,0.12,uncleaned_data
robust,continuous,min-max,avg,LOF_k50_c0.01,0.743005700570057,0.1355475615503645,0.18,uncleaned_data
robust,continuous,min-max,avg,LOF_k50_cauto,0.743005700570057,0.1355475615503645,0.18,uncleaned_data
robust,continuous,min-max,avg,LOF_k75_c0.01,0.7930699069906991,0.131410404652384,0.04,uncleaned_data
robust,continuous,min-max,max,LOF_k130_c0.01,0.836079207920792,0.1842150791805586,0.24,uncleaned_data
robust,continuous,min-max,max,LOF_k130_cauto,0.836079207920792,0.1842150791805586,0.24,uncleaned_data
robust,continuous,min-max,max,LOF_k50_c0.01,0.7268496849684968,0.1346932211958307,0.2,uncleaned_data
robust,continuous,min-max,max,LOF_k50_cauto,0.7268496849684968,0.1346932211958307,0.2,uncleaned_data
robust,continuous,min-max,max,LOF_k75_c0.01,0.7713195319531954,0.1334652528916602,0.18,uncleaned_data
robust,continuous,z-score,avg,LOF_k130_c0.01,0.814089408940894,0.2133587214353903,0.4,uncleaned_data
robust,continuous,z-score,avg,LOF_k130_cauto,0.814089408940894,0.2133587214353903,0.4,uncleaned_data
robust,continuous,z-score,avg,LOF_k50_c0.01,0.8758043804380439,0.1978835751024474,0.24,uncleaned_data
robust,continuous,z-score,avg,LOF_k50_cauto,0.8758043804380439,0.1978835751024474,0.24,uncleaned_data
robust,continuous,z-score,avg,LOF_k75_c0.01,0.8300378037803781,0.1492510451996399,0.14,uncleaned_data
robust,continuous,z-score,max,LOF_k130_c0.01,0.7947803780378038,0.2058800494097247,0.4,uncleaned_data
robust,continuous,z-score,max,LOF_k130_cauto,0.7947803780378038,0.2058800494097247,0.4,uncleaned_data
robust,continuous,z-score,max,LOF_k50_c0.01,0.7561980198019802,0.15462544636556,0.28,uncleaned_data
robust,continuous,z-score,max,LOF_k50_cauto,0.7561980198019802,0.15462544636556,0.28,uncleaned_data
robust,continuous,z-score,max,LOF_k75_c0.01,0.7204242424242424,0.116320841860018,0.22,uncleaned_data
robust,continuous,none,avg,LOF_k130_c0.01,0.9096759675967596,0.2668014614566156,0.4,uncleaned_data
robust,continuous,none,avg,LOF_k130_cauto,0.9096759675967596,0.2668014614566156,0.4,uncleaned_data
robust,continuous,none,avg,LOF_k75_c0.01,0.8765070507050705,0.1817338384472374,0.34,uncleaned_data
robust,continuous,none,avg,LOF_k75_cauto,0.8765070507050705,0.1817338384472374,0.34,uncleaned_data
robust,continuous,none,avg,LOF_k50_c0.01,0.8600102010201018,0.1735751892426555,0.32,uncleaned_data
robust,continuous,none,max,LOF_k130_c0.01,0.8947278727872786,0.2678003456593731,0.44,uncleaned_data
robust,continuous,none,max,LOF_k130_cauto,0.8947278727872786,0.2678003456593731,0.44,uncleaned_data
robust,continuous,none,max,LOF_k75_c0.01,0.8695901590159016,0.1797609665520408,0.34,uncleaned_data
robust,continuous,none,max,LOF_k75_cauto,0.8695901590159016,0.1797609665520408,0.34,uncleaned_data
robust,continuous,none,max,LOF_k50_c0.01,0.8572463246324633,0.1744055095000937,0.32,uncleaned_data
none,discrete,min-max,avg,LOF_k50_cauto,0.6846282628262826,0.1192703818851522,0.12,uncleaned_data
none,discrete,min-max,avg,LOF_k75_cauto,0.6508646864686468,0.1028874927189107,0.08,uncleaned_data
none,discrete,min-max,avg,LOF_k75_c0.01,0.5718136813681367,0.1004140620681688,0.46,uncleaned_data
none,discrete,min-max,avg,LOF_k130_c0.01,0.5696492649264926,0.0912802698161438,0.44,uncleaned_data
none,discrete,min-max,avg,LOF_k50_c0.01,0.5659369936993699,0.0837464681851148,0.38,uncleaned_data
none,discrete,min-max,max,IsolationForest,0.6356879687968797,0.0683920681975523,0.1,uncleaned_data
none,discrete,min-max,max,LOF_k50_cauto,0.6640414041404139,0.0672479100674885,0.02,uncleaned_data
none,discrete,min-max,max,LOF_k75_c0.01,0.571123912391239,0.0663703178541888,0.04,uncleaned_data
none,discrete,min-max,max,LOF_k130_c0.01,0.5688238823882388,0.0642268063320695,0.06,uncleaned_data
none,discrete,min-max,max,LOF_k50_c0.01,0.5653489348934893,0.0627424458582353,0.04,uncleaned_data
none,discrete,none,avg,LOF_k50_cauto,0.685063606360636,0.1191328173705814,0.14,uncleaned_data
none,discrete,none,avg,LOF_k75_cauto,0.6501245124512451,0.102881815368564,0.1,uncleaned_data
none,discrete,none,avg,LOF_k75_c0.01,0.5718136813681367,0.1004140620681688,0.46,uncleaned_data
