Preprocessing,Scoring_Method,Normalization,Ensemble_Method,Detector,ROC-AUC,PR-AUC,Precision@50,notes
none,discrete,none,avg,LOF_k130_c0.01,0.5696492649264926,0.0912802698161438,0.44,uncleaned_data
none,discrete,none,avg,LOF_k50_c0.01,0.5659369936993699,0.0837464681851148,0.38,uncleaned_data
none,discrete,none,max,LOF_k50_cauto,0.6640414041404139,0.0672479100674885,0.02,uncleaned_data
none,discrete,none,max,LOF_k75_c0.01,0.571123912391239,0.0663703178541888,0.04,uncleaned_data
none,discrete,none,max,LOF_k130_c0.01,0.5688238823882388,0.0642268063320695,0.06,uncleaned_data
none,discrete,none,max,LOF_k50_c0.01,0.5653489348934893,0.0627424458582353,0.04,uncleaned_data
none,discrete,none,max,IsolationForest,0.5833621362136213,0.0576254655554775,0.12,uncleaned_data
none,continuous,min-max,avg,LOF_k50_c0.01,0.5854713471347135,0.0911050769848607,0.32,uncleaned_data
none,continuous,min-max,avg,LOF_k50_cauto,0.5854713471347135,0.0911050769848607,0.32,uncleaned_data
none,continuous,min-max,avg,LOF_k75_c0.01,0.5662634263426343,0.086006032273927,0.32,uncleaned_data
none,continuous,min-max,avg,LOF_k75_cauto,0.5662634263426343,0.086006032273927,0.32,uncleaned_data
none,continuous,min-max,avg,LOF_k130_c0.01,0.5772535253525353,0.0833965912117185,0.22,uncleaned_data
none,continuous,min-max,max,IsolationForest,0.6356879687968797,0.0683920681975523,0.1,uncleaned_data
none,continuous,min-max,max,LOF_k50_c0.01,0.5571989198919892,0.0536247458231624,0.08,uncleaned_data
none,continuous,min-max,max,LOF_k50_cauto,0.5571989198919892,0.0536247458231624,0.08,uncleaned_data
none,continuous,min-max,max,LOF_k75_c0.01,0.5524788478847884,0.0521810960462854,0.1,uncleaned_data
none,continuous,min-max,max,LOF_k75_cauto,0.5524788478847884,0.0521810960462854,0.1,uncleaned_data
none,continuous,z-score,avg,LOF_k130_c0.01,0.6600060006000599,0.1590928889472573,0.52,uncleaned_data
none,continuous,z-score,avg,LOF_k130_cauto,0.6600060006000599,0.1590928889472573,0.52,uncleaned_data
none,continuous,z-score,avg,LOF_k75_c0.01,0.6767674767476748,0.1542989955718912,0.54,uncleaned_data
none,continuous,z-score,avg,LOF_k75_cauto,0.6767674767476748,0.1542989955718912,0.54,uncleaned_data
none,continuous,z-score,avg,LOF_k50_c0.01,0.7020042004200421,0.1462166032173431,0.52,uncleaned_data
none,continuous,z-score,max,LOF_k75_c0.01,0.6222538253825383,0.1457182111047837,0.54,uncleaned_data
none,continuous,z-score,max,LOF_k75_cauto,0.6222538253825383,0.1457182111047837,0.54,uncleaned_data
none,continuous,z-score,max,LOF_k130_c0.01,0.6176120612061207,0.1411575363818164,0.46,uncleaned_data
none,continuous,z-score,max,LOF_k130_cauto,0.6176120612061207,0.1411575363818164,0.46,uncleaned_data
none,continuous,z-score,max,LOF_k50_c0.01,0.6510309030903092,0.130663155525135,0.48,uncleaned_data
none,continuous,none,avg,LOF_k130_c0.01,0.6709516951695169,0.1866563548368415,0.58,uncleaned_data
none,continuous,none,avg,LOF_k130_cauto,0.6709516951695169,0.1866563548368415,0.58,uncleaned_data
none,continuous,none,avg,LOF_k75_c0.01,0.684089408940894,0.1692135886777286,0.5,uncleaned_data
none,continuous,none,avg,LOF_k75_cauto,0.684089408940894,0.1692135886777286,0.5,uncleaned_data
none,continuous,none,avg,LOF_k50_c0.01,0.7053171317131712,0.1563750518068204,0.52,uncleaned_data
none,continuous,none,max,LOF_k130_c0.01,0.6566072607260726,0.1833095737794352,0.58,uncleaned_data
none,continuous,none,max,LOF_k130_cauto,0.6566072607260726,0.1833095737794352,0.58,uncleaned_data
none,continuous,none,max,LOF_k75_c0.01,0.6657503750375038,0.1617212756871449,0.54,uncleaned_data
none,continuous,none,max,LOF_k75_cauto,0.6657503750375038,0.1617212756871449,0.54,uncleaned_data
none,continuous,none,max,LOF_k50_c0.01,0.6925604560456045,0.149526202983113,0.52,uncleaned_data
log,discrete,min-max,avg,IsolationForest,0.6715439543954396,0.0811219040324351,0.14,uncleaned_data_drop_T4U_FTI
log,discrete,min-max,avg,LOF_k130_c0.01,0.5703222322232222,0.0613602213686207,0.16,uncleaned_data_drop_T4U_FTI
log,discrete,min-max,avg,LOF_k130_cauto,0.6229747974797479,0.0473741938282158,0.0,uncleaned_data_drop_T4U_FTI
log,discrete,min-max,avg,LOF_k75_cauto,0.6132091209120912,0.0459870707025702,0.0,uncleaned_data_drop_T4U_FTI
log,discrete,min-max,avg,LOF_k75_c0.01,0.5191884188418843,0.0388540077022634,0.06,uncleaned_data_drop_T4U_FTI
log,discrete,min-max,max,IsolationForest,0.6731716171617161,0.0815598197567628,0.12,uncleaned_data_drop_T4U_FTI
log,discrete,min-max,max,LOF_k130_c0.01,0.5702736273627362,0.0614351879699248,0.08,uncleaned_data_drop_T4U_FTI
log,discrete,min-max,max,LOF_k75_cauto,0.6266510651065107,0.0493901110900455,0.02,uncleaned_data_drop_T4U_FTI
log,discrete,min-max,max,LOF_k130_cauto,0.6131989198919892,0.0472850759330304,0.02,uncleaned_data_drop_T4U_FTI
log,discrete,min-max,max,LOF_k50_cauto,0.5571773177317731,0.0410916420747188,0.02,uncleaned_data_drop_T4U_FTI
log,discrete,none,avg,IsolationForest,0.673956195619562,0.0860075050625086,0.16,uncleaned_data_drop_T4U_FTI
log,discrete,none,avg,LOF_k130_c0.01,0.5703222322232222,0.0613602213686207,0.16,uncleaned_data_drop_T4U_FTI
log,discrete,none,avg,LOF_k130_cauto,0.6097428742874287,0.0462150494089068,0.0,uncleaned_data_drop_T4U_FTI
log,discrete,none,avg,LOF_k75_cauto,0.6041278127812781,0.0446949488015339,0.0,uncleaned_data_drop_T4U_FTI
log,discrete,none,avg,LOF_k75_c0.01,0.5191884188418843,0.0388540077022634,0.06,uncleaned_data_drop_T4U_FTI
log,discrete,none,max,IsolationForest,0.6163702370237022,0.0754278523950066,0.14,uncleaned_data_drop_T4U_FTI
log,discrete,none,max,LOF_k130_c0.01,0.5702736273627362,0.0614351879699248,0.08,uncleaned_data_drop_T4U_FTI
log,discrete,none,max,LOF_k75_cauto,0.6266510651065107,0.0493901110900455,0.02,uncleaned_data_drop_T4U_FTI
log,discrete,none,max,LOF_k130_cauto,0.6131989198919892,0.0472850759330304,0.02,uncleaned_data_drop_T4U_FTI
log,discrete,none,max,LOF_k50_cauto,0.5571773177317731,0.0410916420747188,0.02,uncleaned_data_drop_T4U_FTI
log,continuous,min-max,avg,IsolationForest,0.6715439543954396,0.0811219040324351,0.14,uncleaned_data_drop_T4U_FTI
log,continuous,min-max,avg,LOF_k130_c0.01,0.6468136813681368,0.0632561020183855,0.14,uncleaned_data_drop_T4U_FTI
log,continuous,min-max,avg,LOF_k130_cauto,0.6468136813681368,0.0632561020183855,0.14,uncleaned_data_drop_T4U_FTI
log,continuous,min-max,avg,LOF_k75_c0.01,0.563012901290129,0.0421752557518447,0.06,uncleaned_data_drop_T4U_FTI
log,continuous,min-max,avg,LOF_k75_cauto,0.563012901290129,0.0421752557518447,0.06,uncleaned_data_drop_T4U_FTI
log,continuous,min-max,max,IsolationForest,0.6731716171617161,0.0815598197567628,0.12,uncleaned_data_drop_T4U_FTI
log,continuous,min-max,max,LOF_k130_c0.01,0.646984398439844,0.0722777604445055,0.16,uncleaned_data_drop_T4U_FTI
log,continuous,min-max,max,LOF_k130_cauto,0.646984398439844,0.0722777604445055,0.16,uncleaned_data_drop_T4U_FTI
log,continuous,min-max,max,LOF_k75_c0.01,0.563978397839784,0.0447550504425606,0.08,uncleaned_data_drop_T4U_FTI
log,continuous,min-max,max,LOF_k75_cauto,0.563978397839784,0.0447550504425606,0.08,uncleaned_data_drop_T4U_FTI
log,continuous,z-score,avg,IsolationForest,0.6737413741374138,0.0924186608700351,0.2,uncleaned_data_drop_T4U_FTI
log,continuous,z-score,avg,LOF_k130_c0.01,0.6585688568856886,0.0671412868661184,0.08,uncleaned_data_drop_T4U_FTI
log,continuous,z-score,avg,LOF_k130_cauto,0.6585688568856886,0.0671412868661184,0.08,uncleaned_data_drop_T4U_FTI
log,continuous,z-score,avg,LOF_k75_c0.01,0.5925664566456645,0.0436558721166544,0.04,uncleaned_data_drop_T4U_FTI
log,continuous,z-score,avg,LOF_k75_cauto,0.5925664566456645,0.0436558721166544,0.04,uncleaned_data_drop_T4U_FTI
log,continuous,z-score,max,LOF_k130_c0.01,0.6943561356135614,0.1128017319622174,0.28,uncleaned_data_drop_T4U_FTI
log,continuous,z-score,max,LOF_k130_cauto,0.6943561356135614,0.1128017319622174,0.28,uncleaned_data_drop_T4U_FTI
log,continuous,z-score,max,IsolationForest,0.684899189918992,0.0822851060064759,0.12,uncleaned_data_drop_T4U_FTI
log,continuous,z-score,max,LOF_k75_c0.01,0.5525664566456646,0.0493234362193401,0.1,uncleaned_data_drop_T4U_FTI
log,continuous,z-score,max,LOF_k75_cauto,0.5525664566456646,0.0493234362193401,0.1,uncleaned_data_drop_T4U_FTI
log,continuous,none,avg,IsolationForest,0.673956195619562,0.0860075050625086,0.16,uncleaned_data_drop_T4U_FTI
log,continuous,none,avg,LOF_k130_c0.01,0.6561770177017702,0.0644357303211238,0.08,uncleaned_data_drop_T4U_FTI
log,continuous,none,avg,LOF_k130_cauto,0.6561770177017702,0.0644357303211238,0.08,uncleaned_data_drop_T4U_FTI
log,continuous,none,avg,LOF_k75_c0.01,0.5885370537053706,0.0431671726956479,0.04,uncleaned_data_drop_T4U_FTI
log,continuous,none,avg,LOF_k75_cauto,0.5885370537053706,0.0431671726956479,0.04,uncleaned_data_drop_T4U_FTI
log,continuous,none,max,LOF_k130_c0.01,0.6802586258625862,0.0875111547196714,0.18,uncleaned_data_drop_T4U_FTI
log,continuous,none,max,LOF_k130_cauto,0.6802586258625862,0.0875111547196714,0.18,uncleaned_data_drop_T4U_FTI
log,continuous,none,max,IsolationForest,0.6163702370237022,0.0754278523950066,0.14,uncleaned_data_drop_T4U_FTI
log,continuous,none,max,LOF_k75_c0.01,0.5953459345934593,0.0524394517950088,0.08,uncleaned_data_drop_T4U_FTI
log,continuous,none,max,LOF_k75_cauto,0.5953459345934593,0.0524394517950088,0.08,uncleaned_data_drop_T4U_FTI
standard,discrete,min-max,avg,LOF_k130_cauto,0.7558055805580557,0.1510042458716895,0.02,uncleaned_data_drop_T4U_FTI
standard,discrete,min-max,avg,LOF_k75_cauto,0.749039603960396,0.1412558926420199,0.2,uncleaned_data_drop_T4U_FTI
standard,discrete,min-max,avg,LOF_k75_c0.01,0.6067311731173116,0.1030704561409743,0.24,uncleaned_data_drop_T4U_FTI
standard,discrete,min-max,avg,LOF_k50_c0.01,0.6023456345634565,0.0988347733552912,0.22,uncleaned_data_drop_T4U_FTI
standard,discrete,min-max,avg,LOF_k130_c0.01,0.5964596459645964,0.0931774364920283,0.16,uncleaned_data_drop_T4U_FTI
standard,discrete,min-max,max,LOF_k75_c0.01,0.6067740774077408,0.1021042534087023,0.22,uncleaned_data_drop_T4U_FTI
standard,discrete,min-max,max,LOF_k50_c0.01,0.6023240324032404,0.0958563018773545,0.2,uncleaned_data_drop_T4U_FTI
standard,discrete,min-max,max,LOF_k130_c0.01,0.5965490549054905,0.0912556229421857,0.22,uncleaned_data_drop_T4U_FTI
standard,discrete,min-max,max,IsolationForest,0.6387746774677467,0.0665281647120131,0.08,uncleaned_data_drop_T4U_FTI
standard,discrete,min-max,max,LOF_k75_cauto,0.6902328232823282,0.0630096454909337,0.02,uncleaned_data_drop_T4U_FTI
standard,discrete,none,avg,LOF_k130_cauto,0.7601419141914192,0.156018804434293,0.02,uncleaned_data_drop_T4U_FTI
standard,discrete,none,avg,LOF_k75_cauto,0.7527080708070807,0.1408875902451769,0.2,uncleaned_data_drop_T4U_FTI
standard,discrete,none,avg,LOF_k75_c0.01,0.6067311731173116,0.1030704561409743,0.24,uncleaned_data_drop_T4U_FTI
standard,discrete,none,avg,LOF_k50_c0.01,0.6023456345634565,0.0988347733552912,0.22,uncleaned_data_drop_T4U_FTI
standard,discrete,none,avg,LOF_k130_c0.01,0.5964596459645964,0.0931774364920283,0.16,uncleaned_data_drop_T4U_FTI
standard,discrete,none,max,LOF_k75_c0.01,0.6067740774077408,0.1021042534087023,0.22,uncleaned_data_drop_T4U_FTI
standard,discrete,none,max,LOF_k50_c0.01,0.6023240324032404,0.0958563018773545,0.2,uncleaned_data_drop_T4U_FTI
standard,discrete,none,max,LOF_k130_c0.01,0.5965490549054905,0.0912556229421857,0.22,uncleaned_data_drop_T4U_FTI
standard,discrete,none,max,LOF_k75_cauto,0.6902328232823282,0.0630096454909337,0.02,uncleaned_data_drop_T4U_FTI
standard,discrete,none,max,LOF_k50_cauto,0.6836831683168316,0.0618998264893001,0.02,uncleaned_data_drop_T4U_FTI
standard,continuous,min-max,avg,LOF_k75_c0.01,0.6552835283528353,0.1117900125402028,0.32,uncleaned_data_drop_T4U_FTI
standard,continuous,min-max,avg,LOF_k75_cauto,0.6552835283528353,0.1117900125402028,0.32,uncleaned_data_drop_T4U_FTI
standard,continuous,min-max,avg,LOF_k50_c0.01,0.6523306330633063,0.1089742895752043,0.34,uncleaned_data_drop_T4U_FTI
standard,continuous,min-max,avg,LOF_k50_cauto,0.6523306330633063,0.1089742895752043,0.34,uncleaned_data_drop_T4U_FTI
standard,continuous,min-max,avg,LOF_k130_c0.01,0.6457833783378338,0.0736627485911874,0.12,uncleaned_data_drop_T4U_FTI
standard,continuous,min-max,max,LOF_k50_c0.01,0.6441176117611761,0.097563587094721,0.26,uncleaned_data_drop_T4U_FTI
standard,continuous,min-max,max,LOF_k50_cauto,0.6441176117611761,0.097563587094721,0.26,uncleaned_data_drop_T4U_FTI
standard,continuous,min-max,max,LOF_k75_c0.01,0.6433930393039304,0.0967760303377988,0.24,uncleaned_data_drop_T4U_FTI
standard,continuous,min-max,max,LOF_k75_cauto,0.6433930393039304,0.0967760303377988,0.24,uncleaned_data_drop_T4U_FTI
standard,continuous,min-max,max,LOF_k130_c0.01,0.628995199519952,0.0725379267667262,0.2,uncleaned_data_drop_T4U_FTI
standard,continuous,z-score,avg,LOF_k75_c0.01,0.7232469246924693,0.1596871950734129,0.3,uncleaned_data_drop_T4U_FTI
standard,continuous,z-score,avg,LOF_k75_cauto,0.7232469246924693,0.1596871950734129,0.3,uncleaned_data_drop_T4U_FTI
standard,continuous,z-score,avg,LOF_k130_c0.01,0.7114035403540354,0.15895442335305,0.32,uncleaned_data_drop_T4U_FTI
standard,continuous,z-score,avg,LOF_k130_cauto,0.7114035403540354,0.15895442335305,0.32,uncleaned_data_drop_T4U_FTI
standard,continuous,z-score,avg,LOF_k50_c0.01,0.7259579957995801,0.1501082622623978,0.26,uncleaned_data_drop_T4U_FTI
standard,continuous,z-score,max,LOF_k75_c0.01,0.7093219321932192,0.1701135134777186,0.38,uncleaned_data_drop_T4U_FTI
standard,continuous,z-score,max,LOF_k75_cauto,0.7093219321932192,0.1701135134777186,0.38,uncleaned_data_drop_T4U_FTI
standard,continuous,z-score,max,LOF_k130_c0.01,0.7017509750975097,0.1647250205966325,0.46,uncleaned_data_drop_T4U_FTI
standard,continuous,z-score,max,LOF_k130_cauto,0.7017509750975097,0.1647250205966325,0.46,uncleaned_data_drop_T4U_FTI
standard,continuous,z-score,max,LOF_k50_c0.01,0.714062406240624,0.1639256061948986,0.3,uncleaned_data_drop_T4U_FTI
standard,continuous,none,avg,LOF_k130_c0.01,0.7219471947194719,0.0929901215592895,0.02,uncleaned_data_drop_T4U_FTI
standard,continuous,none,avg,LOF_k130_cauto,0.7219471947194719,0.0929901215592895,0.02,uncleaned_data_drop_T4U_FTI
standard,continuous,none,avg,LOF_k75_c0.01,0.7083342334233425,0.0807455195189307,0.02,uncleaned_data_drop_T4U_FTI
standard,continuous,none,avg,LOF_k75_cauto,0.7083342334233425,0.0807455195189307,0.02,uncleaned_data_drop_T4U_FTI
standard,continuous,none,avg,LOF_k50_c0.01,0.697985598559856,0.0761079450577808,0.02,uncleaned_data_drop_T4U_FTI
standard,continuous,none,max,LOF_k130_c0.01,0.7035475547554755,0.0784192772487775,0.04,uncleaned_data_drop_T4U_FTI
standard,continuous,none,max,LOF_k130_cauto,0.7035475547554755,0.0784192772487775,0.04,uncleaned_data_drop_T4U_FTI
standard,continuous,none,max,LOF_k75_c0.01,0.6945220522052206,0.0736218778365393,0.02,uncleaned_data_drop_T4U_FTI
standard,continuous,none,max,LOF_k75_cauto,0.6945220522052206,0.0736218778365393,0.02,uncleaned_data_drop_T4U_FTI
standard,continuous,none,max,LOF_k50_c0.01,0.6888328832883288,0.0716994557785169,0.02,uncleaned_data_drop_T4U_FTI
robust,discrete,min-max,avg,LOF_k130_cauto,0.8489039903990399,0.2967548552683278,0.56,uncleaned_data_drop_T4U_FTI
robust,discrete,min-max,avg,LOF_k75_cauto,0.7810837083708371,0.1773933183326939,0.28,uncleaned_data_drop_T4U_FTI
robust,discrete,min-max,avg,LOF_k130_c0.01,0.6415994599459947,0.1752868517948453,0.56,uncleaned_data_drop_T4U_FTI
robust,discrete,min-max,avg,LOF_k50_cauto,0.7469912991299129,0.1354323903645554,0.18,uncleaned_data_drop_T4U_FTI
robust,discrete,min-max,avg,LOF_k50_c0.01,0.5896567656765677,0.08376927621346,0.16,uncleaned_data_drop_T4U_FTI
robust,discrete,min-max,max,LOF_k130_c0.01,0.6403738373837384,0.1251763674921569,0.12,uncleaned_data_drop_T4U_FTI
robust,discrete,min-max,max,LOF_k130_cauto,0.8070399039903988,0.1140473725256068,0.02,uncleaned_data_drop_T4U_FTI
robust,discrete,min-max,max,LOF_k75_cauto,0.7484122412241224,0.0838064346842592,0.02,uncleaned_data_drop_T4U_FTI
robust,discrete,min-max,max,LOF_k50_cauto,0.7322124212421242,0.0793199290500787,0.02,uncleaned_data_drop_T4U_FTI
robust,discrete,min-max,max,LOF_k50_c0.01,0.5893483348334834,0.0693428550396971,0.14,uncleaned_data_drop_T4U_FTI
robust,discrete,none,avg,LOF_k130_cauto,0.8510480048004798,0.2966264086908058,0.44,uncleaned_data_drop_T4U_FTI
robust,discrete,none,avg,LOF_k75_cauto,0.780069606960696,0.1767323136598972,0.28,uncleaned_data_drop_T4U_FTI
robust,discrete,none,avg,LOF_k130_c0.01,0.6415994599459947,0.1752868517948453,0.56,uncleaned_data_drop_T4U_FTI
robust,discrete,none,avg,LOF_k50_cauto,0.7474608460846084,0.133787585697613,0.14,uncleaned_data_drop_T4U_FTI
robust,discrete,none,avg,LOF_k50_c0.01,0.5896567656765677,0.08376927621346,0.16,uncleaned_data_drop_T4U_FTI
robust,discrete,none,max,LOF_k130_c0.01,0.6403738373837384,0.1251763674921569,0.12,uncleaned_data_drop_T4U_FTI
robust,discrete,none,max,LOF_k130_cauto,0.8070399039903988,0.1140473725256068,0.02,uncleaned_data_drop_T4U_FTI
robust,discrete,none,max,LOF_k75_cauto,0.7484122412241224,0.0838064346842592,0.02,uncleaned_data_drop_T4U_FTI
robust,discrete,none,max,LOF_k50_cauto,0.7322124212421242,0.0793199290500787,0.02,uncleaned_data_drop_T4U_FTI
robust,discrete,none,max,LOF_k50_c0.01,0.5893483348334834,0.0693428550396971,0.14,uncleaned_data_drop_T4U_FTI
robust,continuous,min-max,avg,LOF_k130_c0.01,0.8376543654365437,0.1695504369630306,0.1,uncleaned_data_drop_T4U_FTI
robust,continuous,min-max,avg,LOF_k130_cauto,0.8376543654365437,0.1695504369630306,0.1,uncleaned_data_drop_T4U_FTI
robust,continuous,min-max,avg,LOF_k75_c0.01,0.7597089708970898,0.1177046750013361,0.04,uncleaned_data_drop_T4U_FTI
robust,continuous,min-max,avg,LOF_k75_cauto,0.7597089708970898,0.1177046750013361,0.04,uncleaned_data_drop_T4U_FTI
robust,continuous,min-max,avg,LOF_k50_c0.01,0.7084818481848185,0.1176815898417986,0.14,uncleaned_data_drop_T4U_FTI
robust,continuous,min-max,max,LOF_k130_c0.01,0.8145448544854484,0.1745949862868289,0.22,uncleaned_data_drop_T4U_FTI
robust,continuous,min-max,max,LOF_k130_cauto,0.8145448544854484,0.1745949862868289,0.22,uncleaned_data_drop_T4U_FTI
robust,continuous,min-max,max,LOF_k50_c0.01,0.6947044704470446,0.1207357562484374,0.2,uncleaned_data_drop_T4U_FTI
robust,continuous,min-max,max,LOF_k50_cauto,0.6947044704470446,0.1207357562484374,0.2,uncleaned_data_drop_T4U_FTI
robust,continuous,min-max,max,LOF_k75_c0.01,0.7374341434143414,0.1166786767626348,0.16,uncleaned_data_drop_T4U_FTI
robust,continuous,z-score,avg,LOF_k130_c0.01,0.7901686168616862,0.1982051668159967,0.36,uncleaned_data_drop_T4U_FTI
robust,continuous,z-score,avg,LOF_k130_cauto,0.7901686168616862,0.1982051668159967,0.36,uncleaned_data_drop_T4U_FTI
robust,continuous,z-score,avg,LOF_k50_c0.01,0.8234479447944794,0.167867625121693,0.22,uncleaned_data_drop_T4U_FTI
robust,continuous,z-score,avg,LOF_k50_cauto,0.8234479447944794,0.167867625121693,0.22,uncleaned_data_drop_T4U_FTI
robust,continuous,z-score,avg,LOF_k75_c0.01,0.8066534653465346,0.1399455216149244,0.12,uncleaned_data_drop_T4U_FTI
robust,continuous,z-score,max,LOF_k130_c0.01,0.7658283828382839,0.1937609704798981,0.38,uncleaned_data_drop_T4U_FTI
robust,continuous,z-score,max,LOF_k130_cauto,0.7658283828382839,0.1937609704798981,0.38,uncleaned_data_drop_T4U_FTI
robust,continuous,z-score,max,LOF_k50_c0.01,0.7008271827182719,0.1330246334903941,0.28,uncleaned_data_drop_T4U_FTI
robust,continuous,z-score,max,LOF_k50_cauto,0.7008271827182719,0.1330246334903941,0.28,uncleaned_data_drop_T4U_FTI
robust,continuous,z-score,max,LOF_k75_c0.01,0.7005892589258925,0.1055325251492933,0.2,uncleaned_data_drop_T4U_FTI
robust,continuous,none,avg,LOF_k130_c0.01,0.8880672067206722,0.2522218679362956,0.4,uncleaned_data_drop_T4U_FTI
robust,continuous,none,avg,LOF_k130_cauto,0.8880672067206722,0.2522218679362956,0.4,uncleaned_data_drop_T4U_FTI
robust,continuous,none,avg,LOF_k75_c0.01,0.8357197719771977,0.1681103542544768,0.34,uncleaned_data_drop_T4U_FTI
robust,continuous,none,avg,LOF_k75_cauto,0.8357197719771977,0.1681103542544768,0.34,uncleaned_data_drop_T4U_FTI
robust,continuous,none,avg,LOF_k50_c0.01,0.816960696069607,0.1529991228274975,0.34,uncleaned_data_drop_T4U_FTI
robust,continuous,none,max,LOF_k130_c0.01,0.8882784278427842,0.2641670994999014,0.42,uncleaned_data_drop_T4U_FTI
robust,continuous,none,max,LOF_k130_cauto,0.8882784278427842,0.2641670994999014,0.42,uncleaned_data_drop_T4U_FTI
robust,continuous,none,max,LOF_k75_c0.01,0.8417527752775277,0.1702506241457714,0.36,uncleaned_data_drop_T4U_FTI
robust,continuous,none,max,LOF_k75_cauto,0.8417527752775277,0.1702506241457714,0.36,uncleaned_data_drop_T4U_FTI
robust,continuous,none,max,LOF_k50_c0.01,0.8245010501050105,0.1622782338774627,0.32,uncleaned_data_drop_T4U_FTI
none,discrete,min-max,avg,LOF_k130_cauto,0.7592601260126014,0.222978641211261,0.36,uncleaned_data_drop_T4U_FTI
none,discrete,min-max,avg,LOF_k75_cauto,0.7597638763876388,0.2217243978492714,0.3,uncleaned_data_drop_T4U_FTI
none,discrete,min-max,avg,LOF_k50_cauto,0.7545988598859886,0.1832693955868616,0.02,uncleaned_data_drop_T4U_FTI
none,discrete,min-max,avg,LOF_k130_c0.01,0.6113843384338433,0.1688332633584603,0.58,uncleaned_data_drop_T4U_FTI
none,discrete,min-max,avg,LOF_k75_c0.01,0.5852595259525952,0.1013735397043885,0.36,uncleaned_data_drop_T4U_FTI
none,discrete,min-max,max,LOF_k130_c0.01,0.6107242724272427,0.1168735299787931,0.18,uncleaned_data_drop_T4U_FTI
none,discrete,min-max,max,LOF_k50_cauto,0.7300426042604261,0.0953791793259002,0.02,uncleaned_data_drop_T4U_FTI
none,discrete,min-max,max,LOF_k75_cauto,0.7280420042004201,0.0916382330352994,0.02,uncleaned_data_drop_T4U_FTI
none,discrete,min-max,max,LOF_k130_cauto,0.7215163516351636,0.0864623403013448,0.02,uncleaned_data_drop_T4U_FTI
none,discrete,min-max,max,LOF_k75_c0.01,0.5845490549054905,0.0804273712293183,0.06,uncleaned_data_drop_T4U_FTI
none,discrete,none,avg,LOF_k130_cauto,0.7555205520552055,0.2260059223303102,0.4,uncleaned_data_drop_T4U_FTI
none,discrete,none,avg,LOF_k75_cauto,0.7591656165616563,0.2213080855378476,0.24,uncleaned_data_drop_T4U_FTI
none,discrete,none,avg,LOF_k50_cauto,0.7554167416741675,0.182706727629499,0.04,uncleaned_data_drop_T4U_FTI
none,discrete,none,avg,LOF_k130_c0.01,0.6113843384338433,0.1688332633584603,0.58,uncleaned_data_drop_T4U_FTI
none,discrete,none,avg,LOF_k75_c0.01,0.5852595259525952,0.1013735397043885,0.36,uncleaned_data_drop_T4U_FTI
none,discrete,none,max,LOF_k130_c0.01,0.6107242724272427,0.1168735299787931,0.18,uncleaned_data_drop_T4U_FTI
none,discrete,none,max,LOF_k50_cauto,0.7300426042604261,0.0953791793259002,0.02,uncleaned_data_drop_T4U_FTI
none,discrete,none,max,LOF_k75_cauto,0.7280420042004201,0.0916382330352994,0.02,uncleaned_data_drop_T4U_FTI
none,discrete,none,max,LOF_k130_cauto,0.7215163516351636,0.0864623403013448,0.02,uncleaned_data_drop_T4U_FTI
none,discrete,none,max,LOF_k75_c0.01,0.5845490549054905,0.0804273712293183,0.06,uncleaned_data_drop_T4U_FTI
none,continuous,min-max,avg,LOF_k75_c0.01,0.6555673567356735,0.1262625104969838,0.46,uncleaned_data_drop_T4U_FTI
none,continuous,min-max,avg,LOF_k75_cauto,0.6555673567356735,0.1262625104969838,0.46,uncleaned_data_drop_T4U_FTI
none,continuous,min-max,avg,LOF_k50_c0.01,0.6633351335133513,0.1092401102653049,0.4,uncleaned_data_drop_T4U_FTI
none,continuous,min-max,avg,LOF_k50_cauto,0.6633351335133513,0.1092401102653049,0.4,uncleaned_data_drop_T4U_FTI
none,continuous,min-max,avg,LOF_k130_c0.01,0.6474773477347735,0.0783408081841856,0.14,uncleaned_data_drop_T4U_FTI
none,continuous,min-max,max,LOF_k50_c0.01,0.6276741674167416,0.0820803825984535,0.26,uncleaned_data_drop_T4U_FTI
none,continuous,min-max,max,LOF_k50_cauto,0.6276741674167416,0.0820803825984535,0.26,uncleaned_data_drop_T4U_FTI
none,continuous,min-max,max,LOF_k75_c0.01,0.6155997599759976,0.0711186184371433,0.16,uncleaned_data_drop_T4U_FTI
none,continuous,min-max,max,LOF_k75_cauto,0.6155997599759976,0.0711186184371433,0.16,uncleaned_data_drop_T4U_FTI
none,continuous,min-max,max,IsolationForest,0.6387746774677467,0.0665281647120131,0.08,uncleaned_data_drop_T4U_FTI
none,continuous,z-score,avg,LOF_k130_c0.01,0.7641158115811582,0.2466316201352262,0.68,uncleaned_data_drop_T4U_FTI
none,continuous,z-score,avg,LOF_k130_cauto,0.7641158115811582,0.2466316201352262,0.68,uncleaned_data_drop_T4U_FTI
none,continuous,z-score,avg,LOF_k75_c0.01,0.7585670567056706,0.2084337121038561,0.58,uncleaned_data_drop_T4U_FTI
none,continuous,z-score,avg,LOF_k75_cauto,0.7585670567056706,0.2084337121038561,0.58,uncleaned_data_drop_T4U_FTI
none,continuous,z-score,avg,LOF_k50_c0.01,0.749929792979298,0.1918329607671477,0.52,uncleaned_data_drop_T4U_FTI
none,continuous,z-score,max,LOF_k130_c0.01,0.7149828982898289,0.2009774839916925,0.62,uncleaned_data_drop_T4U_FTI
